2026-02-20 22:23:41,332 - INFO - Starting training...
2026-02-20 22:23:41,332 - INFO - Loaded config from /data2/cmdir/home/ioit111/trung_ng/LDSeg-mod/train_config.ini
2026-02-20 22:23:41,333 - INFO - Using device: cuda
2026-02-20 22:23:41,342 - INFO - Data augmentation DISABLED
2026-02-20 22:23:44,620 - INFO - Train Dataset loaded with 13008 samples.
2026-02-20 22:23:44,669 - INFO - Validation Dataset loaded with 200 samples.
2026-02-20 22:23:45,988 - INFO - Noise scheduler: cosine, steps: 1000
2026-02-20 22:23:56,427 - INFO - Epoch 1/100 Batch 1/542 - Loss: 2.751437 (Recon: 1.358670, Diff: 1.378161, KL: 146.057190)
2026-02-20 22:23:56,676 - INFO - Epoch 1/100 Batch 2/542 - Loss: 2.739058 (Recon: 1.360528, Diff: 1.369529, KL: 90.010765)
2026-02-20 22:23:56,908 - INFO - Epoch 1/100 Batch 3/542 - Loss: 2.698668 (Recon: 1.359001, Diff: 1.330714, KL: 89.526917)
2026-02-20 22:23:57,128 - INFO - Epoch 1/100 Batch 4/542 - Loss: 2.745697 (Recon: 1.358488, Diff: 1.377098, KL: 101.107452)
2026-02-20 22:23:57,343 - INFO - Epoch 1/100 Batch 5/542 - Loss: 2.719716 (Recon: 1.355994, Diff: 1.352593, KL: 111.288170)
2026-02-20 22:23:57,561 - INFO - Epoch 1/100 Batch 6/542 - Loss: 2.671429 (Recon: 1.354701, Diff: 1.307627, KL: 91.008446)
2026-02-20 22:23:57,775 - INFO - Epoch 1/100 Batch 7/542 - Loss: 2.721639 (Recon: 1.349528, Diff: 1.364231, KL: 78.798828)
2026-02-20 22:23:58,001 - INFO - Epoch 1/100 Batch 8/542 - Loss: 2.658312 (Recon: 1.350889, Diff: 1.297159, KL: 102.646774)
2026-02-20 22:23:58,216 - INFO - Epoch 1/100 Batch 9/542 - Loss: 2.616661 (Recon: 1.348223, Diff: 1.258218, KL: 102.197044)
2026-02-20 22:23:58,433 - INFO - Epoch 1/100 Batch 10/542 - Loss: 2.578170 (Recon: 1.347223, Diff: 1.218703, KL: 122.438499)
2026-02-20 22:23:58,653 - INFO - Epoch 1/100 Batch 11/542 - Loss: 2.567753 (Recon: 1.343886, Diff: 1.214257, KL: 96.096336)
